strategy_id,strategy_base_id,strategy_name,strategy_base_name,strategy_kind,pool_id,pool_name,sample_start,sample_end,sample_tag,sample_label,sample_short_label,is_primary_sample,stock_count,base_weight_method,base_weight_name,core_source_mode,core_source_name,core_ratio,explore_ratio,pure_core_max_holdings,total_return,cagr,max_drawdown,annual_volatility,sharpe_ratio,monthly_win_rate,average_annual_turnover,cumulative_trading_cost
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_sensitive25_v12__since_2020_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_sensitive25_v12,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌55%灵敏触发2.5%v12) (2020-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌55%灵敏触发2.5%v12),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.78085991,0.16736447,-0.27873772,0.29675702,0.61715898,0.49367089,3.52903020,0.04581298
core_explore_80_20_equal_weight_winner_core__aggr_08_92_prom6_cost_guard_cap46_hold5_turn04_exit94_risk14_weekly_return_recovery_v7_weekly__since_2020_01,core_explore_80_20_equal_weight_winner_core__aggr_08_92_prom6_cost_guard_cap46_hold5_turn04_exit94_risk14_weekly_return_recovery_v7_weekly,"核心80_探索20_等权底座_胜出者核心__进攻8/92 晋升6只(周频收益恢复v7, 熊市14%, 单票46%, 持有5周, 换手4%, 出场94%) (2020-01 起)","核心80_探索20_等权底座_胜出者核心__进攻8/92 晋升6只(周频收益恢复v7, 熊市14%, 单票46%, 持有5周, 换手4%, 出场94%)",core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,equal_weight,等权底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.44142939,0.14459662,-0.27963213,0.21493972,0.75218359,0.52071006,1.00685165,0.01425349
core_explore_80_20_equal_weight_winner_core__aggr_08_92_prom6_cost_guard_cap44_hold6_turn03_exit96_risk12_weekly_return_recovery_v6_weekly__since_2020_01,core_explore_80_20_equal_weight_winner_core__aggr_08_92_prom6_cost_guard_cap44_hold6_turn03_exit96_risk12_weekly_return_recovery_v6_weekly,"核心80_探索20_等权底座_胜出者核心__进攻8/92 晋升6只(周频收益恢复v6, 熊市12%, 单票44%, 持有6周, 换手3%, 出场96%) (2020-01 起)","核心80_探索20_等权底座_胜出者核心__进攻8/92 晋升6只(周频收益恢复v6, 熊市12%, 单票44%, 持有6周, 换手3%, 出场96%)",core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,equal_weight,等权底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.64433651,0.07815313,-0.27235319,0.15314194,0.58066581,0.50591716,0.57494102,0.00706776
core_explore_80_20_total_mv_winner_core__aggr_13_87_prom23_emergent_theme_quality_gate_signal29_leader78_coverage_penalty_risk04_cap04_exit72_capacity_v2__since_2020_01,core_explore_80_20_total_mv_winner_core__aggr_13_87_prom23_emergent_theme_quality_gate_signal29_leader78_coverage_penalty_risk04_cap04_exit72_capacity_v2,"核心80_探索20_总市值底座_胜出者核心__进攻13/87 晋升23只(强主题涌现容量v2, 信号29%, 龙头78%, 熊市4%, 单票4%, 出场72%) (2020-01 起)","核心80_探索20_总市值底座_胜出者核心__进攻13/87 晋升23只(强主题涌现容量v2, 信号29%, 龙头78%, 熊市4%, 单票4%, 出场72%)",core_explore,emergent_theme,Path4 新兴主题发现池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.38299693,0.05028446,-0.26230028,0.17781981,0.37015102,0.45569620,2.64394299,0.02777739
core_explore_80_20_total_mv_winner_core__aggr_13_87_prom23_emergent_theme_quality_gate_signal28_leader78_coverage_penalty_risk06_cap04_exit72_risk_control_v5__since_2020_01,core_explore_80_20_total_mv_winner_core__aggr_13_87_prom23_emergent_theme_quality_gate_signal28_leader78_coverage_penalty_risk06_cap04_exit72_risk_control_v5,"核心80_探索20_总市值底座_胜出者核心__进攻13/87 晋升23只(强主题涌现风险控制v5, 信号28%, 龙头78%, 熊市6%, 单票4%, 出场72%) (2020-01 起)","核心80_探索20_总市值底座_胜出者核心__进攻13/87 晋升23只(强主题涌现风险控制v5, 信号28%, 龙头78%, 熊市6%, 单票4%, 出场72%)",core_explore,emergent_theme,Path4 新兴主题发现池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.31585466,0.04240561,-0.27129244,0.17534980,0.33095166,0.44303797,2.65220909,0.02738082
core_explore_90_10_total_mv_winner_core__aggr_04_96_prom4_core_6_1_promo_liqmom_top10_risk20_mom_exit50_reconfirm97_caution54_cap16_cost_guard_v81_midcycle_lowturn_confirm__since_2020_01,core_explore_90_10_total_mv_winner_core__aggr_04_96_prom4_core_6_1_promo_liqmom_top10_risk20_mom_exit50_reconfirm97_caution54_cap16_cost_guard_v81_midcycle_lowturn_confirm,"核心90_探索10_总市值底座_胜出者核心__进攻4/96 晋升4只(中周期成长低换手, 量价前10%, 风险20%, 出场50%, 恢复97, 谨慎54%, 单票16%, v81确认) (2020-01 起)","核心90_探索10_总市值底座_胜出者核心__进攻4/96 晋升4只(中周期成长低换手, 量价前10%, 风险20%, 出场50%, 恢复97, 谨慎54%, 单票16%, v81确认)",core_explore,growth_elastic,Path2 高弹性赢家池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,total_mv,总市值底座,winner_core,胜出者核心,0.90000000,0.10000000,0,0.88672870,0.10081969,-0.16002011,0.18512966,0.62153474,0.54430380,4.09379675,0.04872582
core_explore_90_10_total_mv_winner_core__aggr_04_96_prom4_core_6_1_promo_liqmom_top12_risk24_mom_exit48_reconfirm98_caution56_cap18_cost_guard_v82_2023_quality_repair__since_2020_01,core_explore_90_10_total_mv_winner_core__aggr_04_96_prom4_core_6_1_promo_liqmom_top12_risk24_mom_exit48_reconfirm98_caution56_cap18_cost_guard_v82_2023_quality_repair,"核心90_探索10_总市值底座_胜出者核心__进攻4/96 晋升4只(中周期成长质量修复, 量价前12%, 风险24%, 出场48%, 恢复98, 谨慎56%, 单票18%, v82) (2020-01 起)","核心90_探索10_总市值底座_胜出者核心__进攻4/96 晋升4只(中周期成长质量修复, 量价前12%, 风险24%, 出场48%, 恢复98, 谨慎56%, 单票18%, v82)",core_explore,growth_elastic,Path2 高弹性赢家池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,total_mv,总市值底座,winner_core,胜出者核心,0.90000000,0.10000000,0,0.40865489,0.05320973,-0.20535678,0.15811065,0.40974437,0.53164557,3.73852463,0.03866221
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse60_1w_v10__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse60_1w_v10,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周60%深度边界v10) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周60%深度边界v10),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.78181488,0.17360013,-0.30110578,0.34370471,0.52998818,0.55813953,3.14205931,0.01525007
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse50_1w_v9__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse50_1w_v9,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周50%深度边界v9) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周50%深度边界v9),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.76809582,0.17108901,-0.28433934,0.33929938,0.52456460,0.55813953,3.21077808,0.01571375
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_sensitive25_v12__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_sensitive25_v12,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌55%灵敏触发2.5%v12) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌55%灵敏触发2.5%v12),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.74887566,0.16754716,-0.29067472,0.34387776,0.51378839,0.55813953,3.23453249,0.01582772
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_sparse35_v11__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_sparse35_v11,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌55%稀疏触发3.5%v11) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌55%稀疏触发3.5%v11),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.73812396,0.16555357,-0.31673525,0.34119835,0.51565053,0.55813953,3.07625369,0.01506482
core_explore_80_20_equal_weight_winner_core__aggr_08_92_prom6_cost_guard_cap44_hold6_turn03_exit96_risk12_weekly_return_recovery_v6_weekly__since_2023_01,core_explore_80_20_equal_weight_winner_core__aggr_08_92_prom6_cost_guard_cap44_hold6_turn03_exit96_risk12_weekly_return_recovery_v6_weekly,"核心80_探索20_等权底座_胜出者核心__进攻8/92 晋升6只(周频收益恢复v6, 熊市12%, 单票44%, 持有6周, 换手3%, 出场96%) (2023-01 起)","核心80_探索20_等权底座_胜出者核心__进攻8/92 晋升6只(周频收益恢复v6, 熊市12%, 单票44%, 持有6周, 换手3%, 出场96%)",core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,equal_weight,等权底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.31425437,0.07867092,-0.15581796,0.12138685,0.70941159,0.51630435,0.41002129,0.00182250
core_explore_80_20_equal_weight_winner_core__aggr_08_92_prom6_cost_guard_cap46_hold5_turn04_exit94_risk14_weekly_return_recovery_v7_weekly__since_2023_01,core_explore_80_20_equal_weight_winner_core__aggr_08_92_prom6_cost_guard_cap46_hold5_turn04_exit94_risk14_weekly_return_recovery_v7_weekly,"核心80_探索20_等权底座_胜出者核心__进攻8/92 晋升6只(周频收益恢复v7, 熊市14%, 单票46%, 持有5周, 换手4%, 出场94%) (2023-01 起)","核心80_探索20_等权底座_胜出者核心__进攻8/92 晋升6只(周频收益恢复v7, 熊市14%, 单票46%, 持有5周, 换手4%, 出场94%)",core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,equal_weight,等权底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.29314174,0.07384072,-0.21410446,0.17371723,0.51550326,0.48913043,0.65803272,0.00297798
core_explore_80_20_total_mv_winner_core__aggr_13_87_prom23_emergent_theme_quality_gate_signal29_leader78_coverage_penalty_risk04_cap04_exit72_capacity_v2__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_13_87_prom23_emergent_theme_quality_gate_signal29_leader78_coverage_penalty_risk04_cap04_exit72_capacity_v2,"核心80_探索20_总市值底座_胜出者核心__进攻13/87 晋升23只(强主题涌现容量v2, 信号29%, 龙头78%, 熊市4%, 单票4%, 出场72%) (2023-01 起)","核心80_探索20_总市值底座_胜出者核心__进攻13/87 晋升23只(强主题涌现容量v2, 信号29%, 龙头78%, 熊市4%, 单票4%, 出场72%)",core_explore,emergent_theme,Path4 新兴主题发现池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.04468248,0.01218761,-0.28284490,0.19032229,0.18949851,0.37209302,2.48809222,0.01125570
core_explore_80_20_total_mv_winner_core__aggr_13_87_prom23_emergent_theme_quality_gate_signal28_leader78_coverage_penalty_risk06_cap04_exit72_risk_control_v5__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_13_87_prom23_emergent_theme_quality_gate_signal28_leader78_coverage_penalty_risk06_cap04_exit72_risk_control_v5,"核心80_探索20_总市值底座_胜出者核心__进攻13/87 晋升23只(强主题涌现风险控制v5, 信号28%, 龙头78%, 熊市6%, 单票4%, 出场72%) (2023-01 起)","核心80_探索20_总市值底座_胜出者核心__进攻13/87 晋升23只(强主题涌现风险控制v5, 信号28%, 龙头78%, 熊市6%, 单票4%, 出场72%)",core_explore,emergent_theme,Path4 新兴主题发现池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,-0.00255603,-0.00070899,-0.28882611,0.18319419,0.12138674,0.37209302,2.48259892,0.01114408
core_explore_90_10_total_mv_winner_core__aggr_04_96_prom4_core_6_1_promo_liqmom_top12_risk24_mom_exit48_reconfirm98_caution56_cap18_cost_guard_v82_2023_quality_repair__since_2023_01,core_explore_90_10_total_mv_winner_core__aggr_04_96_prom4_core_6_1_promo_liqmom_top12_risk24_mom_exit48_reconfirm98_caution56_cap18_cost_guard_v82_2023_quality_repair,"核心90_探索10_总市值底座_胜出者核心__进攻4/96 晋升4只(中周期成长质量修复, 量价前12%, 风险24%, 出场48%, 恢复98, 谨慎56%, 单票18%, v82) (2023-01 起)","核心90_探索10_总市值底座_胜出者核心__进攻4/96 晋升4只(中周期成长质量修复, 量价前12%, 风险24%, 出场48%, 恢复98, 谨慎56%, 单票18%, v82)",core_explore,growth_elastic,Path2 高弹性赢家池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.90000000,0.10000000,0,0.05453255,0.01482343,-0.39829187,0.30034509,0.27199680,0.58139535,5.79750632,0.02965777
core_explore_90_10_total_mv_winner_core__aggr_04_96_prom4_core_6_1_promo_liqmom_top10_risk20_mom_exit50_reconfirm97_caution54_cap16_cost_guard_v81_midcycle_lowturn_confirm__since_2023_01,core_explore_90_10_total_mv_winner_core__aggr_04_96_prom4_core_6_1_promo_liqmom_top10_risk20_mom_exit50_reconfirm97_caution54_cap16_cost_guard_v81_midcycle_lowturn_confirm,"核心90_探索10_总市值底座_胜出者核心__进攻4/96 晋升4只(中周期成长低换手, 量价前10%, 风险20%, 出场50%, 恢复97, 谨慎54%, 单票16%, v81确认) (2023-01 起)","核心90_探索10_总市值底座_胜出者核心__进攻4/96 晋升4只(中周期成长低换手, 量价前10%, 风险20%, 出场50%, 恢复97, 谨慎54%, 单票16%, v81确认)",core_explore,growth_elastic,Path2 高弹性赢家池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.90000000,0.10000000,0,0.05274321,0.01434594,-0.39970924,0.29949827,0.27024172,0.58139535,5.77108834,0.02942928
