strategy_id,strategy_base_id,strategy_name,strategy_base_name,strategy_kind,pool_id,pool_name,sample_start,sample_end,sample_tag,sample_label,sample_short_label,is_primary_sample,stock_count,base_weight_method,base_weight_name,core_source_mode,core_source_name,core_ratio,explore_ratio,pure_core_max_holdings,total_return,cagr,max_drawdown,annual_volatility,sharpe_ratio,monthly_win_rate,average_annual_turnover,cumulative_trading_cost
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse425_1w_v23__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse425_1w_v23,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周42.5%膝点v23) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周42.5%膝点v23),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.79609623,0.17619938,-0.27483716,0.33680626,0.53829654,0.55813953,3.48466811,0.01718668
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse35_1w_v21__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse35_1w_v21,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周35%膝点v21) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周35%膝点v21),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.78935079,0.17497356,-0.26533604,0.33666557,0.53451427,0.55813953,3.83704057,0.01884431
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse425_1w_v23__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse425_1w_v23,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周42.5%膝点v23) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周42.5%膝点v23),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.09537382,0.58452499,-0.25303869,0.47180934,1.04029205,0.57894737,5.10196617,0.01140736
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse375_1w_v22__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse375_1w_v22,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周37.5%膝点v22) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周37.5%膝点v22),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.06712183,0.57119744,-0.24526511,0.47135999,1.02111977,0.57894737,5.27303507,0.01165127
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse35_1w_v21__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse35_1w_v21,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周35%膝点v21) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周35%膝点v21),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.06144301,0.56851024,-0.24137854,0.47063040,1.01775472,0.57894737,5.34779572,0.01177112
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse325_1w_v20__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse325_1w_v20,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周32.5%膝点v20) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周32.5%膝点v20),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.05069898,0.56341853,-0.23749217,0.46988820,1.01105332,0.57894737,5.41724985,0.01186875
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse325_1w_v20__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse325_1w_v20,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周32.5%膝点v20) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周32.5%膝点v20),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.25875221,0.46025504,-0.24303995,0.54514597,0.64288963,0.57142857,7.10152798,0.00498099
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse35_1w_v21__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse35_1w_v21,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周35%膝点v21) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周35%膝点v21),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.25459508,0.45232900,-0.24655427,0.54803299,0.63222674,0.57142857,7.02330738,0.00492470
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse375_1w_v22__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse375_1w_v22,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周37.5%膝点v22) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周37.5%膝点v22),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.25042206,0.44438969,-0.25006872,0.55095214,0.62163910,0.57142857,6.94497452,0.00486832
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse425_1w_v23__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse425_1w_v23,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周42.5%膝点v23) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周42.5%膝点v23),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.24202834,0.42847212,-0.25709800,0.55688483,0.60069424,0.57142857,6.78796172,0.00475528
